Austria-Hungary vessels,1018,36719
steamboat,5518,638710
Belgium steamboat,2,3911
Bulgaria vessels,,
 steamboat,2,9171
Crete – Turkey vessels,4,598
steamboat,3,2632
France vessels,3,597
steamboat,112,98882
Germany steamboat,33,37640
Gibraltar - UK steamboat,1,712
UK vessels,1,1154
steamboat,190,323785
Greece vessels,26,4503
steamboat,66,52945
Italy vessels,1678,64766
steamboat,626,443110
Malta - UK vessels,2,202
steamboat,3,1876
Montenegro vessels,8,211
steamboat,5,880
Low Countries steamboat,1,195
Portugal steamboat,,
Rumenia  vessels,,
steamboat,49,74038
Russia Black sea steamboat,39,54882
Spain steamboat,58,53804
Sweden and Norway steamboat,1,873
European Turkey vessels,39,1656
steamboat,128,117055
Asian Turkey vessels,4,528
steamboat,145,142785
Cyprus – UK  steamboat,,
India - UK steamboat,51,122970
Indo-China France steamboat,,
China steamboat,,
Japan steamboat,15,47376
Egypt steamboat,81,171287
Tripoli vessels,,
Tunisia vessels,1,299
steamboat,1,378
Algeria vessels,4,1510
steamboat,18,5787
Morocco steamboat,18,12917
Eastern Africa Portugal steamboat,,
South Africa – UK steamboat,6,12774
Western Africa France steamboat,,
Western Africa UK steamboat,1,1066
USA vessels,1,979
steamboat,73,151040
Mexico steamboat,2,2823
Caribbean - UK vessels,3,1712
Brazil vessels,,
steamboat,15,25643
Argentina vessels,,
steamboat,2,4608
Chile steamboat,1,1004
Australia – steamboat,,
Total vessel,2788,116438
total steamboat,7260,2608805
Total all together,10048,2725248
